frame_id,timestamp,numFrame,x,y,z,doppler,SNR,Range,Azimuth,Elevation
20250718101851020896,2025-07-18 10:18:51.020896,1,0.7440337481490922,1.8082948781917736,2.134475946001648,0.0697200018621515,11.9999997317791,2.894737319505695,67.63499075779828,47.50737540366751
20250718101851020896,2025-07-18 10:18:51.020896,2,0.8032303934005165,1.851471441028593,2.142882432575362,0.0697200018621515,17.639999605715275,2.943649211721217,66.5471831476135,46.71631381722122
20250718101851020896,2025-07-18 10:18:51.020896,3,0.8792746340337106,1.8841060355562105,2.1746517342718863,0.0697200018621515,9.759999781847,3.008669074631867,64.98247846588025,46.28574680762857
20250718101851076688,2025-07-18 10:18:51.076688,1,0.7874651981899476,1.7938308049280962,2.060580276188806,0.0697200018621515,15.75999964773655,2.8432237811483727,66.29923602840888,46.44670474103015
20250718101851076688,2025-07-18 10:18:51.076688,2,0.8207039737944163,1.8436283751175493,2.1449839757524103,0.0697200018621515,23.75999946892261,2.945076714514435,66.00343053877576,46.74646775636763
20250718101851076688,2025-07-18 10:18:51.076688,3,0.8614839320082188,1.892513323710512,2.1723990082004057,0.0697200018621515,13.879999689757824,3.007171211680548,65.524674278853,46.25349646967844
20250718101851076688,2025-07-18 10:18:51.076688,4,0.8457711124687419,1.83593476846604,2.0869235446610053,0.0697200018621515,22.63999949395657,2.905380376131414,65.26560967877117,45.913986184193696
20250718101851076688,2025-07-18 10:18:51.076688,5,3.330765381600037,3.278057940496548,2.2259242206745427,0.1391600037168245,6.239999860525131,5.176330797457141,44.54305785590228,25.468810409915672
20250718101851076688,2025-07-18 10:18:51.076688,6,3.3757925598818868,3.322372589652072,2.2289783926131297,0.1391600037168245,8.359999813139439,5.2347377877560906,44.54305785590228,25.20163844033622
20250718101851076688,2025-07-18 10:18:51.076688,7,3.420819738163736,3.366687238807596,2.2320325645517167,0.1391600037168245,5.639999873936176,5.293256088097367,44.54305785590228,24.940368202818995
20250718101851131424,2025-07-18 10:18:51.131424,1,0.8931988440398102,1.937382603842596,2.2648961548340494,0.0697200018621515,5.119999885559082,3.1114321655546395,65.24870171661722,46.71290557988971
20250718101851131424,2025-07-18 10:18:51.131424,2,0.8386139832099577,1.7702689601363395,2.0668936534729445,0.0697200018621515,14.239999681711195,2.847661317436504,64.65209188327178,46.53722536445904
20250718101851131424,2025-07-18 10:18:51.131424,3,0.8726253485521808,1.8190920775430903,2.151558456872736,-0.0697200018621515,24.119999460875988,2.949538061944012,64.3727897130999,46.8408142425836
20250718101851131424,2025-07-18 10:18:51.131424,4,0.8969774093324561,1.8755273256451617,2.1769503926646525,-0.0697200018621515,18.759999580681324,3.0101967102196565,64.44038092064417,46.31865650124407
