frame_id,timestamp,numFrame,x,y,z,doppler,SNR,Range,Azimuth,Elevation
20250718110032031713,2025-07-18 11:00:32.031713,1,-0.1213973244374833,-0.0105483730523162,1.7782784910616507,3.4095600910659414,5.519999876618385,1.7824485884106536,-175.0339673750816,86.07999223110784
20250718110032691351,2025-07-18 11:00:32.691351,1,0.1236413560936044,0.0197114191872431,1.7801516861618265,2.4354400650481693,5.119999885559082,1.7845491729643748,9.058104308130876,85.97686259451585
20250718110033242618,2025-07-18 11:00:33.242618,1,-3.0524366072503897,1.9133277662568893,1.896923079889363,-0.0697200018621515,5.119999885559082,4.071425985257352,147.9196988491362,27.76921110318738
20250718110033242618,2025-07-18 11:00:33.242618,2,-3.01433242136907,1.971930207243444,1.881220603152524,-0.0697200018621515,5.359999880194664,4.063705162346481,146.8079015594486,27.57648952278201
20250718110033242618,2025-07-18 11:00:33.242618,3,-2.994827222172941,2.000952460917213,1.8734441137181057,-0.0697200018621515,5.639999873936176,4.05987606815082,146.2516812905954,27.48094051022768
20250718110033242618,2025-07-18 11:00:33.242618,4,-2.9549203635925854,2.058424523910694,1.858044520851652,-0.0697200018621515,5.759999871253967,4.052282729188321,145.13857832544247,27.29151720490169
20250718110033242618,2025-07-18 11:00:33.242618,5,-2.916904037490295,2.107960062881763,1.807665803249473,-0.0697200018621515,5.999999865889549,4.027341610401238,144.14547644268862,26.66982191200479
20250718110033242618,2025-07-18 11:00:33.242618,6,-2.87460520187506,2.1639036099035662,1.7926757750032485,-0.0697200018621515,6.11999986320734,4.019890587302636,143.02882810445487,26.48422418259973
20250718110033242618,2025-07-18 11:00:33.242618,7,-2.9325413980549646,2.1789026780162613,1.681710967063706,-0.0697200018621515,4.999999888241291,4.021886088431017,143.3873436812753,24.717205935607247
20250718110033242618,2025-07-18 11:00:33.242618,8,-2.770940314705633,2.277858163693528,1.6506159816117278,-0.0697200018621515,6.359999857842922,3.9485796383406337,140.5780033212761,24.71013549449378
20250718110033242618,2025-07-18 11:00:33.242618,9,-2.821406082248218,2.309828984586246,1.6087435354167892,-0.0697200018621515,5.239999882876873,3.985435732981687,140.69349626516265,23.806908829089146
20250718110033242618,2025-07-18 11:00:33.242618,10,0.1373303288977174,0.0269807870453094,1.7892360942291368,-3.757320100354264,5.519999876618385,1.7947014746182932,11.11512408956592,85.52738010109702
20250718110034066959,2025-07-18 11:00:34.066959,1,0.147235419454663,0.0606589506705462,-0.1965991582944508,3.131240083632292,5.879999868571758,0.2530000120168552,22.39098168574221,-50.99324262685545
20250718110034232144,2025-07-18 11:00:34.232144,1,0.1373303288977174,0.0269807870453094,1.7892360942291368,3.548720094782766,5.639999873936176,1.7947014746182932,11.11512408956592,85.52738010109702
20250718110034287652,2025-07-18 11:00:34.287652,1,-3.0162114279455947,1.72913226504314,2.074683536948596,0.0697200018621515,5.999999865889549,4.048671578007824,150.17523553815653,30.826201892152778
20250718110034287652,2025-07-18 11:00:34.287652,2,-2.9825927278641253,1.7870781939012117,2.0591569721064045,0.0697200018621515,6.359999857842922,4.040994343871271,149.07125027761722,30.6349856627014
20250718110034287652,2025-07-18 11:00:34.287652,3,-2.9477810305122123,1.8443631138584395,2.043807524065384,0.0697200018621515,6.8799998462200165,4.03339032267341,147.96667151791897,30.445727986269024
20250718110034287652,2025-07-18 11:00:34.287652,4,-2.911790260104024,1.900964111711656,2.0286413323998187,0.0697200018621515,7.1199998408555984,4.025862979334152,146.86146355406143,30.25850701684844
20250718110034287652,2025-07-18 11:00:34.287652,5,-2.878835594917893,1.9506156650172963,1.9797134626697448,0.0697200018621515,7.519999831914902,4.001482381499756,145.87956978459144,29.652937774723853
20250718110034287652,2025-07-18 11:00:34.287652,6,-2.942268170618436,1.9658358562687632,1.8756651624992733,0.0697200018621515,4.999999888241291,4.004943495661296,146.2516812905954,27.926433072133914
20250718110034287652,2025-07-18 11:00:34.287652,7,-2.8404743552070006,2.005861797226202,1.964910306159426,0.0697200018621515,7.639999829232693,3.994076692229593,144.7713543958306,29.46923020774785
20250718110034287652,2025-07-18 11:00:34.287652,8,-2.903061675191578,2.022299287746057,1.8605358316330427,0.0697200018621515,5.119999885559082,3.997381027619809,145.13857832544247,27.738617697438915
20250718110034287652,2025-07-18 11:00:34.287652,9,-2.811556411389008,2.0408739292077795,1.8483703543783687,0.0697200018621515,7.759999826550484,3.935287640857712,144.02456791332355,28.014259794449032
20250718110034287652,2025-07-18 11:00:34.287652,10,-2.862693993853524,2.077994066094161,1.8456124607520377,0.0697200018621515,5.119999885559082,3.989907467153941,144.02456791332355,27.55308525419663
20250718110034287652,2025-07-18 11:00:34.287652,11,-2.77078525096008,2.0947970052786413,1.83392170969178,0.0697200018621515,7.759999826550484,3.927937657033408,142.9096226682693,27.832722101270512
20250718110034287652,2025-07-18 11:00:34.287652,12,-2.8211812731378583,2.13289791414532,1.830901019005369,0.0697200018621515,5.119999885559082,3.982526312463497,142.9096226682693,27.3699162711584
20250718110034287652,2025-07-18 11:00:34.287652,13,-2.749983030191391,2.121460490197348,1.8267772504404127,0.0697200018621515,7.759999826550484,3.924298204843209,142.35179145449698,27.74285712863512
